Order Date,Ship Mode,Customer Name,Segment,City,Product Name,Sales
2020-12-12,First Class,Rob Dowd,Consumer,Temecula,Plantronics Voyager Pro Legend,494.38
2020-12-12,Standard Class,Rachel Payne,Corporate,Riverside,Xerox 213,12.96
2020-12-12,First Class,Rob Dowd,Consumer,Temecula,"Angle-D Binders with Locking Rings, Label Holders",29.2
2020-12-12,First Class,Rob Dowd,Consumer,Temecula,Logitech K350 2.4Ghz Wireless Keyboard,248.85
2020-12-13,Standard Class,Rick Duston,Consumer,San Diego,Wilson Jones Standard D-Ring Binders,8.1
2020-12-13,Standard Class,Keith Dawkins,Corporate,Jackson,Stackable Trays,6.16
2020-12-13,Standard Class,Keith Dawkins,Corporate,Jackson,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3
2020-12-13,Second Class,Darren Budd,Corporate,Los Angeles,Ibico Recycled Grain-Textured Covers,55.26
2020-12-13,Second Class,Darren Budd,Corporate,Los Angeles,Xerox 23,6.48
2020-12-13,Standard Class,Eric Hoffmann,Consumer,Costa Mesa,Staple-based wall hangings,29.22
2020-12-13,Second Class,Darren Budd,Corporate,Los Angeles,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.25
2020-12-13,Second Class,Darren Budd,Corporate,Los Angeles,"Bush Andora Conference Table, Maple/Graphite Gray Finish",273.57
2020-12-13,Second Class,Ashley Jarboe,Consumer,Los Angeles,Micro Innovations USB RF Wireless Keyboard with Mouse,50.0
2020-12-13,Standard Class,Paul Prost,Home Office,Los Angeles,"Master Caster Door Stop, Gray",15.24
2020-12-13,Second Class,Doug Jacobs,Consumer,Portland,HTC One,319.97
2020-12-13,Second Class,Muhammed MacIntyre,Corporate,Columbus,3-ring staple pack,3.76
2020-12-14,Standard Class,Joseph Holt,Consumer,Seattle,Acco D-Ring Binder w/DublLock,51.31
2020-12-14,Standard Class,Joseph Holt,Consumer,Seattle,Logitech G700s Rechargeable Gaming Mouse,899.91
2020-12-14,Standard Class,Joseph Holt,Consumer,Seattle,3M Office Air Cleaner,103.92
2020-12-14,Standard Class,Jim Kriz,Home Office,New York City,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28
2020-12-14,First Class,Natalie Fritzler,Consumer,Newark,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36
2020-12-14,First Class,Natalie Fritzler,Consumer,Newark,Cubify CubeX 3D Printer Double Head Print,1799.99
2020-12-14,Standard Class,Rick Reed,Corporate,Cary,Cisco Small Business SPA 502G VoIP phone,246.17
2020-12-14,First Class,Natalie Fritzler,Consumer,Newark,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.86
2020-12-14,First Class,Natalie Fritzler,Consumer,Newark,Panasonic KX TS3282W Corded phone,101.99
2020-12-15,First Class,Sandra Glassco,Consumer,Seattle,Xerox 190,4.98
2020-12-16,Same Day,John Lee,Consumer,Detroit,Hon Valutask Swivel Chairs,302.94
2020-12-16,Standard Class,Mick Crebagga,Consumer,Bloomington,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",41.55
2020-12-16,Second Class,Paul Gonzalez,Consumer,Los Angeles,Panasonic KX TS3282W Corded phone,135.98
2020-12-16,Standard Class,Mick Crebagga,Consumer,Bloomington,Tennsco Double-Tier Lockers,180.02
2020-12-16,Same Day,John Lee,Consumer,Detroit,GBC Plastic Binding Combs,29.52
2020-12-16,Standard Class,Mick Crebagga,Consumer,Bloomington,Newell 35,13.12
2020-12-16,Same Day,John Lee,Consumer,Detroit,Harbour Creations 67200 Series Stacking Chairs,142.36
2020-12-16,Second Class,Paul Gonzalez,Consumer,Los Angeles,Sanford 52201 APSCO Electric Pencil Sharpener,204.85
2020-12-16,Second Class,Paul Gonzalez,Consumer,Los Angeles,Avery Arch Ring Binders,92.96
2020-12-16,Same Day,John Lee,Consumer,Detroit,"Global Value Steno Chair, Gray",546.66
2020-12-16,Same Day,John Lee,Consumer,Detroit,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",212.13
2020-12-16,Second Class,Paul Gonzalez,Consumer,Los Angeles,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",16.4
2020-12-17,Same Day,Jim Kriz,Home Office,Cleveland,Xerox 226,20.74
2020-12-17,Standard Class,Liz MacKendrick,Consumer,Springfield,Fellowes Officeware Wire Shelving,646.78
2020-12-17,Standard Class,Michael Kennedy,Corporate,Louisville,Newell 320,6.85
2020-12-17,Standard Class,Robert Barroso,Corporate,Memphis,Avery 507,18.43
2020-12-17,Standard Class,Robert Barroso,Corporate,Memphis,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",55.94
2020-12-17,Standard Class,Robert Barroso,Corporate,Memphis,"Master Caster Door Stop, Brown",20.32
2020-12-17,Same Day,Mitch Webber,Consumer,New York City,Imation Bio 8GB USB Flash Drive Imation Corp,166.24
2020-12-18,Standard Class,James Galang,Consumer,Los Angeles,Plantronics Savi W720 Multi-Device Wireless Headset System,1265.85
2020-12-18,Second Class,Peter McVee,Home Office,Dover,Logitech diNovo Edge Keyboard,2249.91
2020-12-18,Standard Class,James Galang,Consumer,Los Angeles,ShoreTel ShorePhone IP 230 VoIP phone,675.96
2020-12-18,Standard Class,Eileen Kiefer,Home Office,Chicago,Maxell 4.7GB DVD+RW 3/Pack,25.49
2020-12-18,Second Class,Suzanne McNair,Corporate,Omaha,White Computer Printout Paper by Universal,116.28
2020-12-18,Second Class,Suzanne McNair,Corporate,Omaha,Bagged Rubber Bands,5.04
2020-12-18,Second Class,Suzanne McNair,Corporate,Omaha,Self-Adhesive Ring Binder Labels,7.04
2020-12-18,Second Class,Peter McVee,Home Office,Dover,Xerox 1903,29.9
2020-12-18,First Class,Arthur Gainer,Consumer,Philadelphia,Avery 474,6.91
2020-12-18,Second Class,Peter McVee,Home Office,Dover,Bretford Rectangular Conference Table Tops,1053.16
2020-12-18,First Class,Jay Kimmel,Consumer,Philadelphia,Avanti 4.4 Cu. Ft. Refrigerator,434.35
2020-12-18,First Class,Jay Kimmel,Consumer,Philadelphia,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.55
2020-12-18,Second Class,Patrick Ryan,Consumer,Glenview,Samsung Rugby III,158.38
2020-12-18,First Class,Jay Kimmel,Consumer,Philadelphia,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.83
2020-12-19,Standard Class,Maya Herman,Corporate,Lindenhurst,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48
2020-12-19,First Class,Emily Ducich,Home Office,Houston,Hypercom P1300 Pinpad,100.8
2020-12-19,Standard Class,Gary Zandusky,Consumer,Bullhead City,#6 3/4 Gummed Flap White Envelopes,7.92
2020-12-19,Standard Class,Katherine Ducich,Consumer,Chicago,Logitech G600 MMO Gaming Mouse,255.97
2020-12-19,Standard Class,Katherine Ducich,Consumer,Chicago,Apple iPhone 5C,159.98
2020-12-19,Standard Class,Gary Zandusky,Consumer,Bullhead City,Nu-Dell Float Frame 11 x 14 1/2,14.37
2020-12-19,Standard Class,Evan Minnotte,Home Office,Miami,Avery 486,11.7
2020-12-19,Standard Class,Chad Sievert,Consumer,Austin,Fellowes Super Stor/Drawer,88.8
2020-12-19,Second Class,Arianne Irving,Consumer,Los Angeles,Easy-staple paper,17.12
2020-12-19,Standard Class,Katherine Ducich,Consumer,Chicago,"Sauder Facets Collection Library, Sky Alder Finish",359.06
2020-12-19,Standard Class,John Murray,Consumer,Arlington,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27
2020-12-20,First Class,Lynn Smith,Consumer,Jacksonville,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.98
2020-12-20,Second Class,John Stevenson,Consumer,Seattle,Enermax Acrylux Wireless Keyboard,99.6
2020-12-20,Second Class,Sam Zeldin,Home Office,Saint Charles,Star Micronics TSP800 TSP847IIU Receipt Printer,600.53
2020-12-20,Standard Class,Roger Demir,Consumer,Daytona Beach,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",27.31
2020-12-20,Second Class,Adam Hart,Corporate,Columbus,"OIC #2 Pencils, Medium Soft",3.01
2020-12-20,Second Class,Sam Zeldin,Home Office,Saint Charles,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.9
2020-12-20,Standard Class,Roger Demir,Consumer,Daytona Beach,Memorex Micro Travel Drive 4 GB,50.88
2020-12-20,Standard Class,Elpida Rittenbach,Corporate,Colorado Springs,Belkin 6 Outlet Metallic Surge Strip,60.98
2020-12-20,Second Class,Sam Zeldin,Home Office,Saint Charles,Enermax Acrylux Wireless Keyboard,637.44
2020-12-20,Second Class,Sam Zeldin,Home Office,Saint Charles,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",51.76
2020-12-20,Second Class,John Stevenson,Consumer,Seattle,Bevis 36 x 72 Conference Tables,1618.37
2020-12-21,First Class,Harold Ryan,Corporate,Philadelphia,Harbour Creations Steel Folding Chair,422.62
2020-12-21,Standard Class,Beth Thompson,Home Office,Superior,Newell 336,17.12
2020-12-21,First Class,Harold Ryan,Corporate,Philadelphia,"Tennsco Lockers, Sand",33.57
2020-12-22,First Class,Bradley Drucker,Consumer,Richmond,Belkin Premiere Surge Master II 8-outlet surge protector,194.32
2020-12-23,Standard Class,Harry Marie,Corporate,Springfield,"Eldon Regeneration Recycled Desk Accessories, Black",9.68
2020-12-23,First Class,Joni Blumstein,Consumer,Dublin,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.7
2020-12-23,First Class,Joni Blumstein,Consumer,Dublin,Ibico Standard Transparent Covers,19.78
2020-12-23,First Class,Joni Blumstein,Consumer,Dublin,OIC Bulk Pack Metal Binder Clips,5.58
2020-12-23,First Class,Joni Blumstein,Consumer,Dublin,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.7
2020-12-23,First Class,David Bremer,Corporate,Rochester,Xerox 1967,12.96
2020-12-23,Standard Class,Harry Marie,Corporate,Springfield,Canon PC1060 Personal Laser Copier,4899.93
2020-12-23,Standard Class,Maribeth Schnelling,Consumer,Phoenix,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.98
2020-12-23,First Class,David Bremer,Corporate,Rochester,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,21.56
2020-12-23,First Class,Joni Blumstein,Consumer,Dublin,Swingline SM12-08 MicroCut Jam Free Shredder,479.99
2020-12-23,First Class,Joni Blumstein,Consumer,Dublin,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.17
2020-12-23,Standard Class,Maribeth Schnelling,Consumer,Phoenix,Computer Printout Paper with Letter-Trim Perforations,106.23
2020-12-23,Standard Class,Jim Radford,Consumer,Colorado Springs,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.06
2020-12-23,Standard Class,Jim Radford,Consumer,Colorado Springs,"Dixon My First Ticonderoga Pencil, #2",14.04
2020-12-23,Standard Class,Maribeth Schnelling,Consumer,Phoenix,Magna Visual Magnetic Picture Hangers,7.71
2020-12-23,Standard Class,Harold Ryan,Corporate,Gilbert,SAFCO Arco Folding Chair,883.84
2020-12-23,First Class,David Bremer,Corporate,Rochester,Xerox 1887,132.79
2020-12-23,Standard Class,Kean Takahito,Consumer,Los Angeles,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92
2020-12-23,Standard Class,Kean Takahito,Consumer,Los Angeles,Avery Hole Reinforcements,19.94
2020-12-24,Standard Class,Justin Deggeller,Corporate,Philadelphia,Tenex Antistatic Computer Chair Mats,547.14
2020-12-24,Standard Class,Jim Karlsson,Consumer,New York City,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9
2020-12-24,Standard Class,Dionis Lloyd,Corporate,Detroit,Rush Hierlooms Collection Rich Wood Bookcases,160.98
2020-12-24,Standard Class,Dionis Lloyd,Corporate,Detroit,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98
2020-12-24,Second Class,Lena Hernandez,Consumer,Columbus,Tenex B1-RE Series Chair Mats for Low Pile Carpets,275.88
2020-12-24,Standard Class,Dionis Lloyd,Corporate,Detroit,Newell 351,3.28
2020-12-24,Standard Class,Dionis Lloyd,Corporate,Detroit,Xerox 1978,17.34
2020-12-24,Second Class,Ralph Arnett,Consumer,San Diego,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1199.96
2020-12-24,Standard Class,Jim Karlsson,Consumer,New York City,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",449.57
2020-12-24,Second Class,Ralph Arnett,Consumer,San Diego,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94
2020-12-24,Second Class,Ralph Arnett,Consumer,San Diego,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",12.6
2020-12-24,Standard Class,Jim Kriz,Home Office,New York City,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,414.96
2020-12-24,Standard Class,Sean Miller,Home Office,Los Angeles,Xerox 1949,9.96
2020-12-24,Standard Class,Maria Bertelson,Consumer,Nashville,Xerox 227,10.37
2020-12-24,Standard Class,Maria Bertelson,Consumer,Nashville,Avery 474,9.22
2020-12-24,Second Class,Lena Hernandez,Consumer,Columbus,Tuf-Vin Binders,157.9
2020-12-25,Standard Class,Roger Barcio,Home Office,Houston,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",275.06
2020-12-25,Standard Class,Brian Dahlen,Consumer,Lawrence,Staples,22.2
2020-12-25,Standard Class,Mick Crebagga,Consumer,Medina,KI Adjustable-Height Table,51.59
2020-12-25,Second Class,David Flashing,Consumer,New York City,Xerox 1906,212.64
2020-12-26,Standard Class,Aaron Hawkins,Corporate,San Francisco,Fellowes Super Stor/Drawer Files,323.1
2020-12-26,Standard Class,David Bremer,Corporate,Marion,Staple envelope,19.87
2020-12-26,Standard Class,Aaron Hawkins,Corporate,San Francisco,Geemarc AmpliPOWER60,668.16
2020-12-26,Standard Class,David Bremer,Corporate,Marion,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1548.99
2020-12-26,Standard Class,Sung Pak,Corporate,Murfreesboro,Maxell CD-R Discs,4.73
2020-12-26,Standard Class,Steve Nguyen,Home Office,Houston,Plantronics HL10 Handset Lifter,371.17
2020-12-26,Standard Class,Sung Pak,Corporate,Murfreesboro,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,72.74
2020-12-26,Standard Class,Arthur Gainer,Consumer,Los Angeles,Belkin F9G930V10-GRY 9 Outlet Surge,106.96
2020-12-26,Standard Class,Steve Nguyen,Home Office,Houston,"Global Fabric Manager's Chair, Dark Gray",212.06
2020-12-26,First Class,Richard Eichhorn,Consumer,Eau Claire,Xerox 1917,195.64
2020-12-26,Standard Class,Arthur Gainer,Consumer,Los Angeles,Avery 497,21.56
2020-12-26,Standard Class,Sung Pak,Corporate,Murfreesboro,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",53.35
2020-12-26,First Class,Richard Eichhorn,Consumer,Eau Claire,Cisco SPA 502G IP Phone,239.9
2020-12-26,Standard Class,Daniel Raglin,Home Office,Chicago,Sterilite Show Offs Storage Containers,12.67
2020-12-26,Standard Class,Steve Nguyen,Home Office,Houston,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.4
2020-12-26,Second Class,Kean Nguyen,Corporate,Visalia,Maxell 4.7GB DVD-R 5/Pack,7.92
2020-12-26,Standard Class,Steve Nguyen,Home Office,Houston,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.33
2020-12-26,Standard Class,Sung Pak,Corporate,Murfreesboro,O'Sullivan 5-Shelf Heavy-Duty Bookcases,131.1
2020-12-26,Standard Class,Sung Pak,Corporate,Murfreesboro,Staple magnet,22.51
2020-12-26,Standard Class,Brad Thomas,Home Office,Clinton,Kensington 7 Outlet MasterPiece Power Center,355.96
2020-12-26,Standard Class,Maribeth Dona,Consumer,Fayetteville,"Strathmore #10 Envelopes, Ultimate White",105.42
2020-12-26,Standard Class,Brad Thomas,Home Office,Clinton,Xerox 1950,28.9
2020-12-27,Second Class,Eric Murdock,Consumer,Philadelphia,Lenovo 17-Key USB Numeric Keypad,54.38
2020-12-27,Standard Class,Fred Harton,Consumer,Chicago,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.82
2020-12-28,Standard Class,Roy Französisch,Consumer,New York City,Acme Serrated Blade Letter Opener,6.36
2020-12-29,Standard Class,Clay Ludtke,Consumer,Los Angeles,2300 Heavy-Duty Transfer File Systems by Perma,74.94
2020-12-29,Standard Class,Clay Ludtke,Consumer,Los Angeles,Cisco SPA 502G IP Phone,287.88
2020-12-29,Standard Class,Clay Ludtke,Consumer,Los Angeles,Xerox 1929,68.52
2020-12-29,Standard Class,Clay Ludtke,Consumer,Los Angeles,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44
2020-12-29,Standard Class,Clay Ludtke,Consumer,Los Angeles,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2548.56
2020-12-30,Standard Class,Jas O'Carroll,Consumer,Missoula,Ibico Hi-Tech Manual Binding System,487.98
2020-12-30,Second Class,Karen Carlisle,Corporate,Henderson,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",60.64
2020-12-30,Standard Class,Trudy Brown,Consumer,Grand Prairie,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.66
2020-12-30,Second Class,Karen Carlisle,Corporate,Henderson,Ibico Plastic Spiral Binding Combs,364.8
2020-12-30,Standard Class,Barry Gonzalez,Consumer,Austin,Stockwell Push Pins,3.49
2020-12-30,Standard Class,Barry Gonzalez,Consumer,Austin,Fellowes Stor/Drawer Steel Plus Storage Drawers,152.69
2020-12-30,Standard Class,Trudy Brown,Consumer,Grand Prairie,"Eldon Expressions Wood Desk Accessories, Oak",14.76
2020-12-30,Second Class,Anna Häberlin,Corporate,Detroit,Fellowes Presentation Covers for Comb Binding Machines,116.4
2020-12-30,Standard Class,Barry Gonzalez,Consumer,Austin,Staple remover,5.89
2020-12-30,Second Class,Karen Carlisle,Corporate,Henderson,Tuf-Vin Binders,94.74
2020-12-30,Second Class,Karen Carlisle,Corporate,Henderson,Aluminum Screw Posts,76.3
2021-01-01,Standard Class,Brendan Murry,Corporate,Gaithersburg,"Bush Westfield Collection Bookcases, Medium Cherry Finish",173.94
2021-01-01,Standard Class,Brendan Murry,Corporate,Gaithersburg,GE 30522EE2,231.98
2021-01-02,Standard Class,Bill Overfelt,Corporate,Broken Arrow,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1592.85
2021-01-02,Standard Class,Christine Abelman,Corporate,San Antonio,WD My Passport Ultra 1TB Portable External Hard Drive,165.6
2021-01-02,First Class,Lena Radford,Consumer,Los Angeles,Recycled Steel Personal File for Hanging File Folders,114.46
2021-01-02,Standard Class,Christine Abelman,Corporate,San Antonio,Imation Clip USB flash drive - 8 GB,30.08
2021-01-02,Standard Class,Bill Overfelt,Corporate,Broken Arrow,Storex Dura Pro Binders,11.88
2021-01-02,Standard Class,Christine Abelman,Corporate,San Antonio,AT&T 17929 Lendline Telephone,180.96
2021-01-03,Standard Class,Ben Peterman,Corporate,Philadelphia,Avery Arch Ring Binders,104.58
2021-01-03,Standard Class,Ben Peterman,Corporate,Philadelphia,Newell 312,4.67
2021-01-03,Standard Class,Erica Bern,Corporate,Charlotte,Hewlett Packard 310 Color Digital Copier,959.97
2021-01-04,Second Class,Anthony Johnson,Corporate,Jacksonville,Logitech MX Performance Wireless Mouse,191.47
2021-01-04,Second Class,Anthony Johnson,Corporate,Jacksonville,Newell 337,5.25
2021-01-04,Second Class,Anthony Johnson,Corporate,Jacksonville,"Logitech B530 USB Headset - headset - Full size, Binaural",59.18
2021-01-06,Standard Class,Dianna Wilson,Home Office,Oakland,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58
2021-01-06,Standard Class,Neoma Murray,Consumer,Amarillo,"Executive Impressions 13"" Clairmont Wall Clock",23.08
2021-01-06,Standard Class,Neoma Murray,Consumer,Amarillo,Xerox 212,25.92
2021-01-07,Standard Class,Vivek Sundaresam,Consumer,Raleigh,Newell 319,47.62
2021-01-07,Standard Class,Vivek Sundaresam,Consumer,Raleigh,Avaya 5410 Digital phone,108.78
2021-01-07,Standard Class,Jack O'Briant,Corporate,Franklin,Plastic Binding Combs,106.05
2021-01-07,Standard Class,Jack O'Briant,Corporate,Franklin,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1565.88
2021-01-07,Standard Class,Vivek Sundaresam,Consumer,Raleigh,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",30.83
2021-01-08,Standard Class,Laura Armstrong,Corporate,Fresno,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95
2021-01-08,Second Class,Maureen Fritzler,Corporate,Toledo,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",15.17
2021-01-08,Standard Class,Laura Armstrong,Corporate,Fresno,netTALK DUO VoIP Telephone Service,377.93
2021-01-09,Standard Class,Ken Black,Corporate,Seattle,Logitech Media Keyboard K200,69.98
2021-01-09,Second Class,Joy Bell-,Consumer,Longview,"DAX Value U-Channel Document Frames, Easel Back",24.85
2021-01-09,Standard Class,Ken Black,Corporate,Seattle,24-Hour Round Wall Clock,79.92
2021-01-10,Standard Class,Mark Packer,Home Office,Columbus,Ultra Door Push Plate,54.99
2021-01-10,Second Class,Deanra Eno,Home Office,Springfield,Xerox 2,15.55
2021-01-10,Second Class,Deanra Eno,Home Office,Springfield,Xerox 1935,63.31
2021-01-10,Second Class,Deanra Eno,Home Office,Springfield,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.59
2021-01-13,Standard Class,Anna Gayman,Consumer,Concord,Electrix Fluorescent Magnifier Lamps & Weighted Base,315.78
2021-01-13,Standard Class,Anna Gayman,Consumer,Concord,Xerox 1882,89.57
2021-01-14,First Class,Bill Eplett,Home Office,New York City,Xerox 1893,81.98
2021-01-14,Standard Class,Dean percer,Home Office,Westfield,Quality Park Security Envelopes,52.34
2021-01-14,Same Day,Roy Collins,Consumer,Fairfield,"Bevis Round Bullnose 29"" High Table Top",181.8
2021-01-14,Standard Class,Dean percer,Home Office,Westfield,Logitech Gaming G510s - Keyboard,254.97
2021-01-14,Standard Class,Dean percer,Home Office,Westfield,American Pencil,4.66
2021-01-14,Standard Class,William Brown,Consumer,New York City,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.54
2021-01-14,Standard Class,William Brown,Consumer,New York City,"#10 Gummed Flap White Envelopes, 100/Box",16.52
2021-01-14,Standard Class,William Brown,Consumer,New York City,Xerox 1959,60.12
2021-01-15,Second Class,Eric Hoffmann,Consumer,Los Angeles,Wilson Jones Active Use Binders,11.65
2021-01-15,Second Class,Eric Hoffmann,Consumer,Los Angeles,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57
2021-01-16,Standard Class,Chuck Clark,Home Office,Concord,Logitech G19 Programmable Gaming Keyboard,371.97
2021-01-16,Standard Class,Chuck Clark,Home Office,Concord,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99
2021-01-16,Standard Class,Chuck Clark,Home Office,Concord,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59
2021-01-16,Standard Class,Dionis Lloyd,Corporate,Columbus,First Data FD10 PIN Pad,316.0
2021-01-20,Second Class,Tamara Dahlen,Consumer,San Diego,Global Super Steno Chair,153.57
2021-01-20,Second Class,Tamara Dahlen,Consumer,San Diego,Global Ergonomic Managers Chair,1013.49
2021-01-21,Standard Class,Carlos Meador,Consumer,Fayetteville,"Sauder Forest Hills Library, Woodland Oak Finish",451.14
2021-01-21,Standard Class,Bradley Talbott,Home Office,Cleveland,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",55.18
2021-01-21,Standard Class,Toby Braunhardt,Consumer,New York City,Wilson Jones data.warehouse D-Ring Binders with DublLock,26.34
2021-01-21,Standard Class,Frank Preis,Consumer,San Diego,Avery 475,44.4
2021-01-21,Standard Class,Paul Gonzalez,Consumer,Morristown,Bagged Rubber Bands,7.56
2021-01-21,Standard Class,Carlos Meador,Consumer,Fayetteville,Fellowes Mighty 8 Compact Surge Protector,64.86
2021-01-21,Standard Class,Marc Crier,Consumer,Seattle,Xerox 218,12.96
2021-01-21,Standard Class,Carlos Meador,Consumer,Fayetteville,Eldon Pizzaz Desk Accessories,14.27
2021-01-21,Standard Class,Bradley Talbott,Home Office,Cleveland,Panasonic Kx-TS550,110.38
2021-01-21,Standard Class,Anthony Johnson,Corporate,Seattle,"Contract Clock, 14"", Brown",109.9
2021-01-21,Standard Class,Frank Preis,Consumer,San Diego,Avery 476,20.65
2021-01-22,Standard Class,Claudia Bergmann,Corporate,Burlington,4009 Highlighters,8.04
2021-01-22,Standard Class,Claudia Bergmann,Corporate,Burlington,Logitech Wireless Marathon Mouse M705,99.98
2021-01-22,Standard Class,Claudia Bergmann,Corporate,Burlington,Iceberg Mobile Mega Data/Printer Cart ,1564.29
2021-01-22,Standard Class,Christy Brittain,Consumer,Los Angeles,"DAX Cubicle Frames, 8-1/2 x 11",59.99
2021-01-23,Second Class,Henry Goldwyn,Corporate,Gulfport,XtraLife ClearVue Slant-D Ring Binders by Cardinal,31.36
2021-01-24,First Class,Todd Boyes,Corporate,Plainfield,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",18.0
2021-01-24,First Class,Todd Boyes,Corporate,Plainfield,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21
2021-01-24,Second Class,Jonathan Doherty,Corporate,New York City,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",43.12
2021-01-24,Second Class,Jonathan Doherty,Corporate,New York City,Chromcraft Round Conference Tables,313.72
2021-01-24,Second Class,Jonathan Doherty,Corporate,New York City,Tenex B1-RE Series Chair Mats for Low Pile Carpets,45.98
2021-01-24,Second Class,Jonathan Doherty,Corporate,New York City,"SAFCO Commercial Wire Shelving, 72h",428.68
2021-01-27,Second Class,Henry Goldwyn,Corporate,Los Angeles,Newell 345,39.68
2021-01-29,Standard Class,Jeremy Farry,Consumer,San Francisco,Heavy-Duty E-Z-D Binders,17.46
2021-01-29,Second Class,Tim Brockman,Consumer,Seattle,Global Deluxe High-Back Office Chair in Storm,435.17
2021-01-29,Standard Class,David Flashing,Consumer,Rockford,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,626.1
2021-01-29,Second Class,Tim Brockman,Consumer,Seattle,O'Sullivan 2-Shelf Heavy-Duty Bookcases,48.58
2021-01-29,Standard Class,David Flashing,Consumer,Rockford,Avery Durable Binders,1.73
2021-01-29,Standard Class,David Flashing,Consumer,Rockford,Nokia Lumia 1020,1439.97
2021-01-29,First Class,Steven Cartwright,Consumer,San Francisco,"File Shuttle II and Handi-File, Black",305.01
2021-01-29,First Class,Steven Cartwright,Consumer,San Francisco,GBC Wire Binding Strips,50.78
2021-01-29,First Class,Steven Cartwright,Consumer,San Francisco,Avery 512,26.01
2021-01-29,Standard Class,Harold Engle,Corporate,Chicago,Xerox 1943,156.51
2021-01-30,Second Class,Jason Klamczynski,Corporate,Atlantic City,Staple envelope,23.36
2021-01-30,Standard Class,Ben Ferrer,Home Office,Atlanta,"#10 White Business Envelopes,4 1/8 x 9 1/2",125.36
2021-01-30,Standard Class,Ben Ferrer,Home Office,Atlanta,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1270.99
2021-01-30,Standard Class,Sample Company A,Home Office,Los Angeles,AT&T 1080 Phone,109.59
